Ensembl Gene ID	UCSC ID
ENSMUSG00000030403	uc009fle.2
ENSMUSG00000073535	uc007dbi.1
ENSMUSG00000030403	
ENSMUSG00000036932	
ENSMUSG00000030403	
ENSMUSG00000073535	
ENSMUSG00000104024	uc029xtb.1
ENSMUSG00000036932	
ENSMUSG00000103101	
ENSMUSG00000100251	
ENSMUSG00000037246	uc008cle.1
ENSMUSG00000104122	
ENSMUSG00000042659	uc009hjh.1
ENSMUSG00000042659	uc009hji.1
ENSMUSG00000042659	
ENSMUSG00000069785	
ENSMUSG00000102565	
ENSMUSG00000096655	uc033jmd.1
ENSMUSG00000096655	
ENSMUSG00000096655	
ENSMUSG00000096655	
ENSMUSG00000096655	
ENSMUSG00000089722	uc007mgh.2
ENSMUSG00000028851	uc012dmm.1
ENSMUSG00000027775	uc008plp.1
ENSMUSG00000028851	
ENSMUSG00000071719	uc009tvn.1
ENSMUSG00000028851	
ENSMUSG00000027775	
ENSMUSG00000028528	uc008tvq.2
ENSMUSG00000028528	
ENSMUSG00000101995	
ENSMUSG00000028528	uc008tvs.2
ENSMUSG00000028528	
ENSMUSG00000028528	
ENSMUSG00000028528	uc008tvt.1
ENSMUSG00000028528	uc008tvr.2
ENSMUSG00000028528	uc008tvt.1
ENSMUSG00000040410	
ENSMUSG00000083103	
ENSMUSG00000040410	uc008sdo.2
ENSMUSG00000040410	uc008sdo.2
ENSMUSG00000007944	uc009fwu.1
ENSMUSG00000040410	uc008sdo.2
ENSMUSG00000040410	uc008sdo.2
ENSMUSG00000047844	uc009uid.1
ENSMUSG00000032295	uc009pud.1
ENSMUSG00000085045	uc007jjw.1
ENSMUSG00000032295	
ENSMUSG00000032295	uc012gty.1
ENSMUSG00000032295	
ENSMUSG00000098311	
ENSMUSG00000032295	uc009pud.1
ENSMUSG00000032295	uc009pue.1
ENSMUSG00000032295	
ENSMUSG00000078593	uc008ugl.2
ENSMUSG00000032295	
ENSMUSG00000081887	
ENSMUSG00000032295	
ENSMUSG00000032295	uc009pud.1
ENSMUSG00000032295	
ENSMUSG00000032295	
ENSMUSG00000063480	uc007wya.1
ENSMUSG00000029245	uc008xwv.3
ENSMUSG00000032295	
ENSMUSG00000063480	
ENSMUSG00000063480	uc007wya.1
ENSMUSG00000032295	
ENSMUSG00000029245	uc008xwv.3
ENSMUSG00000029245	uc008xwv.3
ENSMUSG00000029245	uc008xww.1
ENSMUSG00000029245	uc008xwv.3
ENSMUSG00000032295	
ENSMUSG00000029245	uc008xwv.3
ENSMUSG00000032295	
ENSMUSG00000078260	uc033gac.1
ENSMUSG00000032295	
ENSMUSG00000104403	
ENSMUSG00000029245	
ENSMUSG00000029245	
ENSMUSG00000032295	
ENSMUSG00000029245	
ENSMUSG00000029245	
ENSMUSG00000008489	uc008too.2
ENSMUSG00000062797	uc009igh.1
ENSMUSG00000032295	
ENSMUSG00000062797	uc009igj.1
ENSMUSG00000032295	
ENSMUSG00000062797	
ENSMUSG00000032295	uc009pug.1
ENSMUSG00000008489	uc008ton.2
ENSMUSG00000062797	
ENSMUSG00000032295	
ENSMUSG00000062797	
ENSMUSG00000032295	
ENSMUSG00000062797	uc009igh.1
ENSMUSG00000025081	uc012bnt.1
ENSMUSG00000025081	uc008hzi.1
ENSMUSG00000025081	uc008hzj.1
ENSMUSG00000029868	uc009bqc.2
ENSMUSG00000025081	uc008hzk.1
ENSMUSG00000028971	uc008vvs.1
ENSMUSG00000029868	
ENSMUSG00000058588	uc009ccq.1
ENSMUSG00000060923	uc007ihw.1
ENSMUSG00000093530	
ENSMUSG00000008489	uc008too.2
ENSMUSG00000089695	
ENSMUSG00000008489	uc008top.3
ENSMUSG00000008489	uc008toq.2
ENSMUSG00000038827	uc008sxs.1
ENSMUSG00000101040	
ENSMUSG00000008489	
ENSMUSG00000101040	
ENSMUSG00000093501	uc009ccr.1
ENSMUSG00000008489	uc008ton.2
ENSMUSG00000038827	
ENSMUSG00000046826	uc009ghm.2
ENSMUSG00000038827	
ENSMUSG00000038827	
ENSMUSG00000046826	uc009ghn.2
ENSMUSG00000046826	
ENSMUSG00000008489	uc008top.3
ENSMUSG00000033352	uc007jlb.1
ENSMUSG00000033352	uc007jlb.1
ENSMUSG00000033352	
ENSMUSG00000075602	uc007wgm.2
ENSMUSG00000033352	
ENSMUSG00000083917	
ENSMUSG00000069972	
ENSMUSG00000033352	uc007jlc.1
ENSMUSG00000075602	uc007wgl.2
ENSMUSG00000033352	
ENSMUSG00000075602	uc033guf.1
ENSMUSG00000008489	uc008top.3
ENSMUSG00000033352	
ENSMUSG00000075602	uc007wgk.2
ENSMUSG00000008489	
ENSMUSG00000008489	uc008tor.2
ENSMUSG00000075602	
ENSMUSG00000008489	
ENSMUSG00000075602	uc007wgk.2
ENSMUSG00000075602	uc007wgm.2
ENSMUSG00000008489	
ENSMUSG00000095356	
ENSMUSG00000008489	
ENSMUSG00000103581	
ENSMUSG00000089828	
ENSMUSG00000082919	
ENSMUSG00000023067	uc012aom.1
ENSMUSG00000100529	
ENSMUSG00000099824	
ENSMUSG00000023067	uc008bsg.2
ENSMUSG00000099824	
ENSMUSG00000008489	
ENSMUSG00000023067	uc008bsh.1
ENSMUSG00000008489	uc008top.3
ENSMUSG00000040521	uc007hho.1
ENSMUSG00000045007	uc007lnm.2
ENSMUSG00000040521	uc007hhm.1
ENSMUSG00000040521	
ENSMUSG00000100756	
ENSMUSG00000040521	
ENSMUSG00000040521	
ENSMUSG00000040521	uc007hhn.1
ENSMUSG00000040521	
ENSMUSG00000049799	uc008tsh.1
ENSMUSG00000049799	uc008tsi.1
ENSMUSG00000062310	uc007byr.1
ENSMUSG00000070343	
ENSMUSG00000093376	uc009ccs.1
ENSMUSG00000085459	
ENSMUSG00000080728	
ENSMUSG00000042647	uc008zjv.2
ENSMUSG00000042647	uc008zjx.1
ENSMUSG00000042647	uc008zjw.1
ENSMUSG00000040813	uc009rkl.2
ENSMUSG00000040813	uc009rkk.2
ENSMUSG00000040813	uc009rkn.2
ENSMUSG00000040813	
ENSMUSG00000040813	uc033jms.1
ENSMUSG00000041642	uc007cul.1
ENSMUSG00000040813	
ENSMUSG00000040813	
ENSMUSG00000041642	uc007cul.1
ENSMUSG00000040813	
ENSMUSG00000040813	
ENSMUSG00000041642	
ENSMUSG00000041642	
ENSMUSG00000041642	
ENSMUSG00000041642	
ENSMUSG00000073950	uc009itn.1
ENSMUSG00000098084	
ENSMUSG00000092431	
ENSMUSG00000024677	uc008gsk.1
ENSMUSG00000024677	
ENSMUSG00000081451	
ENSMUSG00000024677	
ENSMUSG00000024677	
ENSMUSG00000098214	
ENSMUSG00000024677	uc008gsk.1
ENSMUSG00000022181	uc007vco.2
ENSMUSG00000022181	uc011zqw.1
ENSMUSG00000022181	
ENSMUSG00000021243	uc007ogc.2
ENSMUSG00000078954	
ENSMUSG00000021243	uc007ogc.2
ENSMUSG00000022181	uc007vco.2
ENSMUSG00000022181	uc007vco.2
ENSMUSG00000021243	
ENSMUSG00000030688	uc009ioh.1
ENSMUSG00000026885	uc008jkz.3
ENSMUSG00000030688	uc009ioi.1
ENSMUSG00000026885	
ENSMUSG00000030688	uc012fqj.1
ENSMUSG00000026885	uc033hmq.1
ENSMUSG00000030688	uc009ioi.1
ENSMUSG00000030688	uc009ioj.1
ENSMUSG00000026885	
ENSMUSG00000026885	
ENSMUSG00000030688	uc012fqj.1
ENSMUSG00000030688	
ENSMUSG00000026885	
ENSMUSG00000026885	
ENSMUSG00000030688	uc009ioi.1
ENSMUSG00000030688	uc009ioj.1
ENSMUSG00000030688	uc012fqj.1
ENSMUSG00000026885	
ENSMUSG00000026885	uc008jkz.3
ENSMUSG00000078954	uc007xck.2
ENSMUSG00000030688	
ENSMUSG00000091350	uc009vaw.1
ENSMUSG00000078954	
ENSMUSG00000030688	uc009ioj.1
ENSMUSG00000078954	
ENSMUSG00000078954	
ENSMUSG00000078954	uc007xcj.3
ENSMUSG00000078954	uc007xci.2
ENSMUSG00000103010	
ENSMUSG00000082707	
ENSMUSG00000099784	
ENSMUSG00000036208	uc007zho.2
ENSMUSG00000029763	uc009bgt.1
ENSMUSG00000031851	uc009nyk.2
ENSMUSG00000031851	uc009nyj.2
ENSMUSG00000101720	
ENSMUSG00000092532	
ENSMUSG00000029763	
ENSMUSG00000031851	
ENSMUSG00000029763	uc009bgs.1
ENSMUSG00000031851	
ENSMUSG00000031851	
ENSMUSG00000029763	uc009bgr.1
ENSMUSG00000031851	
ENSMUSG00000029763	
ENSMUSG00000080930	
ENSMUSG00000031851	uc009nyk.2
ENSMUSG00000036208	
ENSMUSG00000099703	
ENSMUSG00000029763	
ENSMUSG00000031851	
ENSMUSG00000036208	
ENSMUSG00000029763	
ENSMUSG00000029763	
ENSMUSG00000036208	
ENSMUSG00000029763	
ENSMUSG00000036208	uc007zho.2
ENSMUSG00000029763	
ENSMUSG00000099703	
ENSMUSG00000099703	uc008emf.1
ENSMUSG00000099703	uc008emf.1
ENSMUSG00000099703	
ENSMUSG00000099703	
ENSMUSG00000099703	
ENSMUSG00000078851	uc007jct.1
ENSMUSG00000092354	
ENSMUSG00000092354	
ENSMUSG00000035805	uc007xev.1
ENSMUSG00000092354	
ENSMUSG00000092354	
ENSMUSG00000035805	uc007xew.1
ENSMUSG00000092354	
ENSMUSG00000090436	uc009ven.1
ENSMUSG00000027502	uc008ocw.1
ENSMUSG00000050015	uc008jlz.1
ENSMUSG00000027502	
ENSMUSG00000027502	
ENSMUSG00000026313	uc007cbg.2
ENSMUSG00000103821	
ENSMUSG00000026313	
ENSMUSG00000026313	
ENSMUSG00000026313	
ENSMUSG00000026313	
ENSMUSG00000026313	
ENSMUSG00000026313	
ENSMUSG00000026313	
ENSMUSG00000026313	
ENSMUSG00000026313	uc007cbf.2
ENSMUSG00000083118	
ENSMUSG00000022583	uc007wgs.1
ENSMUSG00000022583	uc007wgs.1
ENSMUSG00000030298	uc009dhm.1
ENSMUSG00000030298	
ENSMUSG00000063628	
ENSMUSG00000030298	
ENSMUSG00000028435	uc008sih.1
ENSMUSG00000028435	
ENSMUSG00000097920	
ENSMUSG00000037913	
ENSMUSG00000078995	
ENSMUSG00000098174	
ENSMUSG00000037913	
ENSMUSG00000078995	uc007rar.1
ENSMUSG00000037913	
ENSMUSG00000021927	
ENSMUSG00000029723	uc009adv.2
ENSMUSG00000029723	
ENSMUSG00000026000	uc007bix.2
ENSMUSG00000029723	uc009adu.2
ENSMUSG00000029723	
ENSMUSG00000026000	uc007biw.2
ENSMUSG00000029723	
ENSMUSG00000026000	uc007biv.1
ENSMUSG00000026000	
ENSMUSG00000029723	
ENSMUSG00000026000	uc007biv.1
ENSMUSG00000029723	uc009adw.2
ENSMUSG00000026000	
ENSMUSG00000049571	
ENSMUSG00000029723	uc009adw.2
ENSMUSG00000029723	
ENSMUSG00000033365	uc008ujf.1
ENSMUSG00000087496	
ENSMUSG00000049571	uc029wpi.1
ENSMUSG00000049571	uc029wpi.1
ENSMUSG00000084944	
ENSMUSG00000040726	uc007stj.1
ENSMUSG00000049571	uc009kfx.2
ENSMUSG00000049571	uc009kga.1
ENSMUSG00000049571	
ENSMUSG00000033365	uc008ujg.1
ENSMUSG00000033365	
ENSMUSG00000033365	
ENSMUSG00000033365	
ENSMUSG00000085147	
ENSMUSG00000033365	
ENSMUSG00000070695	uc007cia.1
ENSMUSG00000047180	uc007aps.1
ENSMUSG00000047180	
ENSMUSG00000078259	uc029rob.1
ENSMUSG00000046924	uc009fom.1
ENSMUSG00000092467	
ENSMUSG00000026021	
ENSMUSG00000019982	uc007eoh.1
ENSMUSG00000091194	
ENSMUSG00000019982	uc007eog.1
ENSMUSG00000102302	
ENSMUSG00000056043	uc009gkb.2
ENSMUSG00000042240	uc008ytx.1
ENSMUSG00000018012	uc007mug.1
ENSMUSG00000026021	uc007bdx.1
ENSMUSG00000019982	
ENSMUSG00000018012	uc007mug.1
ENSMUSG00000042240	
ENSMUSG00000026021	uc007bdx.1
ENSMUSG00000042240	
ENSMUSG00000102965	
ENSMUSG00000026021	
ENSMUSG00000018012	
ENSMUSG00000042240	uc008ytw.1
ENSMUSG00000086666	
ENSMUSG00000082889	
ENSMUSG00000074547	
ENSMUSG00000104269	
ENSMUSG00000030664	
ENSMUSG00000085220	
ENSMUSG00000021824	uc007sla.2
ENSMUSG00000021824	uc007sla.2
ENSMUSG00000021824	
ENSMUSG00000021824	
ENSMUSG00000050066	
ENSMUSG00000021824	
ENSMUSG00000085920	
ENSMUSG00000021824	
ENSMUSG00000021824	
ENSMUSG00000021824	
ENSMUSG00000021824	
ENSMUSG00000102134	
ENSMUSG00000056019	uc009mex.2
ENSMUSG00000056019	uc009mex.2
ENSMUSG00000056019	uc009mex.2
ENSMUSG00000012705	uc009ksh.2
ENSMUSG00000012705	uc009ksg.2
ENSMUSG00000090370	
ENSMUSG00000029601	uc008zho.1
ENSMUSG00000098137	
ENSMUSG00000029601	uc008zho.1
ENSMUSG00000101733	
ENSMUSG00000002233	uc008qul.2
ENSMUSG00000017677	uc007kki.1
ENSMUSG00000002233	uc008qul.2
ENSMUSG00000002233	uc008qul.2
ENSMUSG00000002233	
ENSMUSG00000099791	
ENSMUSG00000017677	
ENSMUSG00000017677	
ENSMUSG00000017677	
ENSMUSG00000082847	
ENSMUSG00000017677	
ENSMUSG00000017677	
ENSMUSG00000017677	
ENSMUSG00000039323	uc007bkw.2
ENSMUSG00000039323	uc007bkw.2
ENSMUSG00000059343	uc008tin.1
ENSMUSG00000059343	uc008tin.1
ENSMUSG00000039323	
ENSMUSG00000102473	
ENSMUSG00000083898	
ENSMUSG00000092184	
ENSMUSG00000040843	uc007diz.2
ENSMUSG00000040843	
ENSMUSG00000024002	uc008bwb.3
ENSMUSG00000040843	
ENSMUSG00000024002	uc008bwa.3
ENSMUSG00000040843	
ENSMUSG00000040843	
ENSMUSG00000024002	uc008bwc.3
ENSMUSG00000040843	
ENSMUSG00000031748	uc009mvm.1
ENSMUSG00000031748	uc009mvl.1
ENSMUSG00000024002	uc008bwf.1
ENSMUSG00000081082	
ENSMUSG00000024002	
ENSMUSG00000031748	
ENSMUSG00000024002	uc008bwc.3
ENSMUSG00000031748	uc009mvj.1
ENSMUSG00000031748	
ENSMUSG00000024002	uc008bwb.3
ENSMUSG00000031748	uc009mvl.1
ENSMUSG00000031748	uc009mvk.2
ENSMUSG00000031748	
ENSMUSG00000031748	
ENSMUSG00000031748	
ENSMUSG00000040420	uc007viq.1
ENSMUSG00000031748	
ENSMUSG00000040420	
ENSMUSG00000031748	
ENSMUSG00000081459	
ENSMUSG00000040420	
ENSMUSG00000100598	
ENSMUSG00000040420	uc007vis.1
ENSMUSG00000040420	uc007vis.1
ENSMUSG00000100577	
ENSMUSG00000040420	uc007vis.1
ENSMUSG00000101923	
ENSMUSG00000101342	
ENSMUSG00000084808	uc009nly.2
ENSMUSG00000084808	uc009nlx.2
ENSMUSG00000100616	
ENSMUSG00000049588	uc007iyu.1
ENSMUSG00000100903	
ENSMUSG00000049588	uc007iyv.1
ENSMUSG00000091401	
ENSMUSG00000044328	uc007kgz.1
ENSMUSG00000091004	
ENSMUSG00000015850	uc008qkn.1
ENSMUSG00000044328	
ENSMUSG00000044328	
ENSMUSG00000044328	
ENSMUSG00000015850	uc008qkm.1
ENSMUSG00000044328	
ENSMUSG00000015850	
ENSMUSG00000015850	
ENSMUSG00000031365	uc009tlq.2
ENSMUSG00000015850	
ENSMUSG00000084821	uc009iba.2
ENSMUSG00000092538	
ENSMUSG00000031365	uc009tlp.2
ENSMUSG00000031365	
ENSMUSG00000063739	
ENSMUSG00000081910	
ENSMUSG00000079669	uc009rze.1
ENSMUSG00000092504	
ENSMUSG00000100601	uc008krq.2
ENSMUSG00000092516	
ENSMUSG00000025940	uc007ajx.1
ENSMUSG00000025940	
ENSMUSG00000101219	
ENSMUSG00000025940	uc007ajy.1
ENSMUSG00000025940	
ENSMUSG00000054555	uc009kdp.2
ENSMUSG00000054555	
ENSMUSG00000054555	
ENSMUSG00000054555	
ENSMUSG00000045540	uc009ito.1
ENSMUSG00000054555	uc009kdo.2
ENSMUSG00000000627	uc012ent.1
ENSMUSG00000000627	
ENSMUSG00000000627	uc009clo.2
ENSMUSG00000097986	
ENSMUSG00000100380	
ENSMUSG00000002885	uc009mld.2
ENSMUSG00000002885	uc009mlc.2
ENSMUSG00000002885	uc012ggt.1
ENSMUSG00000002885	
ENSMUSG00000002885	
ENSMUSG00000002885	
ENSMUSG00000002885	
ENSMUSG00000002885	uc009mle.2
ENSMUSG00000100816	
ENSMUSG00000018924	uc007juo.1
ENSMUSG00000024867	uc008hap.1
ENSMUSG00000018924	
ENSMUSG00000024867	uc012bjs.1
ENSMUSG00000024867	
ENSMUSG00000024867	
ENSMUSG00000024867	
ENSMUSG00000030521	uc009hgg.1
ENSMUSG00000030521	
ENSMUSG00000030521	
ENSMUSG00000100634	
ENSMUSG00000093785	uc009cbx.1
ENSMUSG00000028683	uc012djo.1
ENSMUSG00000028683	uc012djo.1
ENSMUSG00000028683	
ENSMUSG00000028683	
ENSMUSG00000028683	
ENSMUSG00000028683	
ENSMUSG00000028683	uc008uhu.2
ENSMUSG00000003161	uc008wjh.2
ENSMUSG00000003161	uc008wji.2
ENSMUSG00000003161	
ENSMUSG00000020474	uc007hxf.2
ENSMUSG00000003161	
ENSMUSG00000020474	
ENSMUSG00000020474	
ENSMUSG00000020474	
ENSMUSG00000003161	uc008wji.2
ENSMUSG00000020474	
ENSMUSG00000096769	
ENSMUSG00000048294	
ENSMUSG00000096769	
ENSMUSG00000003161	
ENSMUSG00000020474	uc007hxf.2
ENSMUSG00000000811	uc009cwj.1
ENSMUSG00000000811	uc012eou.1
ENSMUSG00000090671	
ENSMUSG00000051008	
ENSMUSG00000034645	uc008uav.2
ENSMUSG00000033624	
ENSMUSG00000034645	uc008uav.2
ENSMUSG00000051844	uc012enz.1
ENSMUSG00000051844	uc009cnm.1
ENSMUSG00000051844	uc012enz.1
ENSMUSG00000051844	uc009cnm.1
ENSMUSG00000046196	uc008dqu.2
ENSMUSG00000046196	uc008dqu.2
ENSMUSG00000096834	uc029xnk.1
ENSMUSG00000096834	uc029xnk.1
ENSMUSG00000096834	uc029xnk.1
ENSMUSG00000100543	
ENSMUSG00000081138	
ENSMUSG00000092040	
ENSMUSG00000033624	uc009nlw.1
ENSMUSG00000033624	uc009nlw.1
ENSMUSG00000089703	
ENSMUSG00000082392	
ENSMUSG00000060913	uc008orw.1
ENSMUSG00000060913	
ENSMUSG00000078258	uc007ljt.1
ENSMUSG00000100798	uc007bys.2
ENSMUSG00000080873	
ENSMUSG00000104289	
ENSMUSG00000026932	uc008iub.1
ENSMUSG00000104289	
ENSMUSG00000026932	uc008iuc.1
ENSMUSG00000104289	
ENSMUSG00000026932	
ENSMUSG00000026932	
ENSMUSG00000026932	
ENSMUSG00000026932	
ENSMUSG00000083854	
ENSMUSG00000026932	
ENSMUSG00000026932	
ENSMUSG00000033577	uc009qvg.2
ENSMUSG00000033577	
ENSMUSG00000038227	uc009byl.2
ENSMUSG00000030162	uc009efw.2
ENSMUSG00000038227	
ENSMUSG00000082050	
ENSMUSG00000030162	uc029wbr.1
ENSMUSG00000033577	uc012gxi.1
ENSMUSG00000030162	uc029wbq.1
ENSMUSG00000038227	uc009byl.2
ENSMUSG00000030162	
ENSMUSG00000038227	
ENSMUSG00000033577	uc012gxi.1
ENSMUSG00000038227	
ENSMUSG00000033577	uc012gxi.1
ENSMUSG00000100537	
ENSMUSG00000100537	
ENSMUSG00000033577	uc009qvg.2
ENSMUSG00000033577	uc012gxi.1
ENSMUSG00000033577	
ENSMUSG00000033577	
ENSMUSG00000078257	uc011yet.1
ENSMUSG00000033577	
ENSMUSG00000097767	uc008ysl.2
ENSMUSG00000033577	
ENSMUSG00000097767	uc008ysk.2
ENSMUSG00000033577	
ENSMUSG00000097767	uc008ysk.2
ENSMUSG00000097984	
ENSMUSG00000097767	uc008ysl.2
ENSMUSG00000084372	
ENSMUSG00000097767	uc008yss.2
ENSMUSG00000101134	
ENSMUSG00000097767	
ENSMUSG00000022817	uc007zao.2
ENSMUSG00000018501	
ENSMUSG00000083429	
ENSMUSG00000018501	
ENSMUSG00000063615	uc009iuv.1
ENSMUSG00000022817	uc007zan.2
ENSMUSG00000022817	
ENSMUSG00000022817	
ENSMUSG00000022817	
ENSMUSG00000081873	
ENSMUSG00000082531	
ENSMUSG00000081300	
ENSMUSG00000083098	
ENSMUSG00000031879	uc033jhf.1
ENSMUSG00000031879	
ENSMUSG00000031879	uc033jhf.1
ENSMUSG00000017049	uc009lci.1
ENSMUSG00000018442	uc007jxi.1
ENSMUSG00000017049	uc009lcj.1
ENSMUSG00000071532	
ENSMUSG00000018442	uc007jxj.1
ENSMUSG00000018442	uc007jxk.1
ENSMUSG00000018442	uc007jxj.1
ENSMUSG00000018442	
ENSMUSG00000002332	
ENSMUSG00000028389	uc008tbw.1
ENSMUSG00000002332	
ENSMUSG00000018442	
ENSMUSG00000018442	
ENSMUSG00000028389	
ENSMUSG00000028389	
ENSMUSG00000004035	uc008qxt.1
ENSMUSG00000004035	uc008qxt.1
ENSMUSG00000040761	uc008von.1
ENSMUSG00000004035	uc008qxt.1
ENSMUSG00000040761	uc008von.1
ENSMUSG00000004035	uc008qxt.1
ENSMUSG00000002332	uc007uan.2
ENSMUSG00000004035	
ENSMUSG00000040761	
ENSMUSG00000040761	
ENSMUSG00000096745	
ENSMUSG00000002332	
ENSMUSG00000018042	uc007xac.2
ENSMUSG00000040761	
ENSMUSG00000040761	
ENSMUSG00000018042	uc007xad.1
ENSMUSG00000018042	uc007xad.1
ENSMUSG00000100197	
ENSMUSG00000082793	
ENSMUSG00000047462	uc007ppk.1
ENSMUSG00000092193	
ENSMUSG00000093541	
ENSMUSG00000102861	
ENSMUSG00000103891	
ENSMUSG00000024659	uc008gyi.1
ENSMUSG00000073791	
ENSMUSG00000073791	
ENSMUSG00000024659	
ENSMUSG00000073791	
ENSMUSG00000024659	
ENSMUSG00000073791	
ENSMUSG00000024659	
ENSMUSG00000024659	
ENSMUSG00000073791	uc008tuz.1
ENSMUSG00000024659	
ENSMUSG00000024659	
ENSMUSG00000032459	uc009rdn.3
ENSMUSG00000032459	
ENSMUSG00000054453	uc009sqa.1
ENSMUSG00000054453	uc009sqb.1
ENSMUSG00000014542	uc009cnv.1
ENSMUSG00000014542	
ENSMUSG00000083882	
ENSMUSG00000074164	
ENSMUSG00000086739	
ENSMUSG00000033847	uc009ffs.2
ENSMUSG00000033847	
ENSMUSG00000030287	uc009erw.2
ENSMUSG00000074164	uc009glz.2
ENSMUSG00000033847	uc009fft.2
ENSMUSG00000074164	uc012fis.1
ENSMUSG00000030287	uc009erx.2
ENSMUSG00000074164	
ENSMUSG00000079146	
ENSMUSG00000033847	uc009ffs.2
ENSMUSG00000074164	
ENSMUSG00000079146	
ENSMUSG00000030287	
ENSMUSG00000030287	
ENSMUSG00000030287	
ENSMUSG00000030287	
ENSMUSG00000030287	uc009ery.2
ENSMUSG00000046828	uc007awk.1
ENSMUSG00000046828	
ENSMUSG00000030287	
ENSMUSG00000030287	
ENSMUSG00000087403	uc029xno.2
ENSMUSG00000085007	uc008ozk.2
ENSMUSG00000087403	uc029xnp.2
ENSMUSG00000087403	uc029xno.2
ENSMUSG00000083245	
ENSMUSG00000087403	
ENSMUSG00000087403	
ENSMUSG00000087403	
ENSMUSG00000087403	
ENSMUSG00000079269	
ENSMUSG00000100976	
ENSMUSG00000018501	uc007jiz.1
ENSMUSG00000022687	uc007zhl.1
ENSMUSG00000018501	
ENSMUSG00000022687	uc007zhl.1
ENSMUSG00000082199	
ENSMUSG00000104383	
ENSMUSG00000054383	uc007oel.1
ENSMUSG00000018501	
ENSMUSG00000018501	
ENSMUSG00000087264	uc029txz.1
ENSMUSG00000018501	
ENSMUSG00000087264	
ENSMUSG00000018501	
ENSMUSG00000090227	
ENSMUSG00000018501	
ENSMUSG00000052180	uc007qan.1
ENSMUSG00000087568	
ENSMUSG00000052180	uc007qan.1
ENSMUSG00000027790	uc012cqn.1
ENSMUSG00000027790	uc008pmr.1
ENSMUSG00000027790	
ENSMUSG00000027790	uc008pmq.1
ENSMUSG00000033955	
ENSMUSG00000033955	
ENSMUSG00000033955	
ENSMUSG00000033955	uc008kjx.2
ENSMUSG00000033955	
ENSMUSG00000027374	uc008mfu.1
ENSMUSG00000066415	
ENSMUSG00000066415	uc033jml.1
ENSMUSG00000027374	
ENSMUSG00000027374	
ENSMUSG00000027374	uc008mft.1
ENSMUSG00000027374	
ENSMUSG00000027374	
ENSMUSG00000027374	
ENSMUSG00000090012	
ENSMUSG00000033955	uc012byp.1
ENSMUSG00000074570	uc008ocr.1
ENSMUSG00000033955	uc012byp.1
ENSMUSG00000074570	uc008ocu.2
ENSMUSG00000074570	uc008ocs.2
ENSMUSG00000100828	uc008krr.2
ENSMUSG00000104331	
ENSMUSG00000100208	uc009itp.2
ENSMUSG00000052581	uc009ckf.2
ENSMUSG00000052581	
ENSMUSG00000052581	uc012enp.1
ENSMUSG00000032671	uc008ljp.1
ENSMUSG00000052581	uc012enq.1
ENSMUSG00000052581	
ENSMUSG00000052581	uc012enq.1
ENSMUSG00000052581	uc012enq.1
ENSMUSG00000052581	uc012enq.1
ENSMUSG00000101973	
ENSMUSG00000034551	uc009udb.1
ENSMUSG00000101742	
ENSMUSG00000099629	
ENSMUSG00000003847	
ENSMUSG00000034551	uc009udc.1
ENSMUSG00000045598	uc009jus.1
ENSMUSG00000101208	
ENSMUSG00000045598	uc009jus.1
ENSMUSG00000084173	
ENSMUSG00000093673	
ENSMUSG00000085952	
ENSMUSG00000101735	
ENSMUSG00000082739	
ENSMUSG00000010760	
ENSMUSG00000056459	uc011ynz.1
ENSMUSG00000056459	uc007nyc.2
ENSMUSG00000056459	uc011ynz.1
ENSMUSG00000056459	uc007nyc.2
ENSMUSG00000056459	uc011ynz.1
ENSMUSG00000056459	uc007nyc.2
ENSMUSG00000056459	uc007nyc.2
ENSMUSG00000056459	uc007nyc.2
ENSMUSG00000003360	uc007xne.1
ENSMUSG00000059796	uc007jra.2
ENSMUSG00000003847	uc009nhm.3
ENSMUSG00000003847	
ENSMUSG00000003360	uc007xnf.2
ENSMUSG00000003360	
ENSMUSG00000003360	
ENSMUSG00000003360	
ENSMUSG00000074569	uc008ocx.1
ENSMUSG00000003360	
ENSMUSG00000074569	uc012cko.1
ENSMUSG00000028431	uc008sxp.2
ENSMUSG00000003847	uc009nhl.2
ENSMUSG00000079156	uc009aei.1
ENSMUSG00000079317	uc009uws.1
ENSMUSG00000003847	uc009nhl.2
ENSMUSG00000083664	
ENSMUSG00000079156	uc009aei.1
ENSMUSG00000003847	
ENSMUSG00000003847	
ENSMUSG00000079317	
ENSMUSG00000023999	uc008cyq.1
ENSMUSG00000079317	uc009uwt.1
ENSMUSG00000003847	
ENSMUSG00000003847	
ENSMUSG00000079317	uc009uws.1
ENSMUSG00000023999	
ENSMUSG00000003847	uc012gkd.1
ENSMUSG00000023999	
ENSMUSG00000003847	
ENSMUSG00000003847	
ENSMUSG00000059796	
ENSMUSG00000003847	uc012gkd.1
ENSMUSG00000059796	
ENSMUSG00000003847	uc009nhl.2
ENSMUSG00000023999	
ENSMUSG00000059796	
ENSMUSG00000023999	
ENSMUSG00000059796	
ENSMUSG00000023999	
ENSMUSG00000059796	
ENSMUSG00000023999	
ENSMUSG00000059796	
ENSMUSG00000059796	
ENSMUSG00000059796	
ENSMUSG00000059796	
ENSMUSG00000046474	uc007lju.1
ENSMUSG00000059796	
ENSMUSG00000038255	uc009vai.1
ENSMUSG00000059796	
ENSMUSG00000059796	
ENSMUSG00000083420	
