Ensembl Gene ID	UCSC ID
ENSMUSG00000042709	
ENSMUSG00000100885	
ENSMUSG00000042709	
ENSMUSG00000042709	
ENSMUSG00000042709	
ENSMUSG00000029156	uc008xtb.1
ENSMUSG00000097872	
ENSMUSG00000002660	uc008ddm.2
ENSMUSG00000052955	uc012emc.2
ENSMUSG00000015305	uc007eiu.1
ENSMUSG00000101304	
ENSMUSG00000101304	uc029wyt.1
ENSMUSG00000027855	uc008qrz.2
ENSMUSG00000027855	uc012cvc.1
ENSMUSG00000089759	uc009uha.1
ENSMUSG00000089759	uc029xmx.1
ENSMUSG00000089759	uc009ugz.2
ENSMUSG00000101716	
ENSMUSG00000094944	uc007hpn.2
ENSMUSG00000101412	
ENSMUSG00000020660	uc007mxe.2
ENSMUSG00000097052	uc008ivy.2
ENSMUSG00000042541	uc009aws.1
ENSMUSG00000101412	
ENSMUSG00000101715	
ENSMUSG00000101412	
ENSMUSG00000097052	uc008ivy.2
ENSMUSG00000021413	uc007qbp.2
ENSMUSG00000101120	
ENSMUSG00000009741	uc009rwx.1
ENSMUSG00000009741	uc009rwy.1
ENSMUSG00000009741	uc009rwy.1
ENSMUSG00000031838	uc009mbm.1
ENSMUSG00000084081	
ENSMUSG00000097857	
ENSMUSG00000057614	uc008wns.1
ENSMUSG00000034112	uc009nqg.1
ENSMUSG00000097837	
ENSMUSG00000046834	uc007xuc.1
ENSMUSG00000003873	uc009gvi.1
ENSMUSG00000026526	uc007dtn.2
ENSMUSG00000026526	
ENSMUSG00000026526	
ENSMUSG00000092626	
ENSMUSG00000026526	
ENSMUSG00000026526	
ENSMUSG00000097235	uc008kaz.1
ENSMUSG00000047656	uc008gka.2
ENSMUSG00000039747	uc009aad.2
ENSMUSG00000097377	
ENSMUSG00000041733	uc008zdo.1
ENSMUSG00000041733	uc008zdo.1
ENSMUSG00000080175	
ENSMUSG00000097843	
ENSMUSG00000062761	uc008wyg.2
ENSMUSG00000046096	uc009jmx.2
ENSMUSG00000040725	uc009ftu.1
ENSMUSG00000040725	uc009ftw.1
ENSMUSG00000030470	uc009hay.2
ENSMUSG00000030470	uc009hax.2
ENSMUSG00000097868	uc008kvk.1
ENSMUSG00000075289	uc012bgf.1
ENSMUSG00000026821	
ENSMUSG00000060811	
ENSMUSG00000047875	uc008vxj.1
ENSMUSG00000037916	uc008fye.2
ENSMUSG00000070730	uc008lte.2
ENSMUSG00000097317	uc008kvl.1
ENSMUSG00000070730	
ENSMUSG00000070730	
ENSMUSG00000070730	
ENSMUSG00000070730	
ENSMUSG00000070730	
ENSMUSG00000037916	uc008fye.2
ENSMUSG00000070730	
ENSMUSG00000060188	uc009fst.1
ENSMUSG00000037916	
ENSMUSG00000037916	uc008fye.2
ENSMUSG00000037916	
ENSMUSG00000075015	
ENSMUSG00000037916	
ENSMUSG00000101437	
ENSMUSG00000037916	
ENSMUSG00000097799	
ENSMUSG00000014303	uc007xzw.1
ENSMUSG00000037916	
ENSMUSG00000014303	
ENSMUSG00000037916	
ENSMUSG00000014303	uc012aar.1
ENSMUSG00000037916	
ENSMUSG00000014303	
ENSMUSG00000037916	
ENSMUSG00000014303	
ENSMUSG00000093808	uc009jce.1
ENSMUSG00000041130	uc008axn.1
ENSMUSG00000073786	
ENSMUSG00000082869	
ENSMUSG00000097458	
ENSMUSG00000003812	uc009moa.1
ENSMUSG00000064110	uc009oyj.1
ENSMUSG00000003812	uc009moa.1
ENSMUSG00000003812	
ENSMUSG00000003812	
ENSMUSG00000003812	uc009moa.1
ENSMUSG00000089731	
ENSMUSG00000003812	
ENSMUSG00000003812	uc009moa.1
ENSMUSG00000084072	
ENSMUSG00000003812	
ENSMUSG00000003812	uc009moc.2
ENSMUSG00000097818	
ENSMUSG00000052382	uc007tmh.1
ENSMUSG00000094870	uc007rzp.1
ENSMUSG00000021215	uc007pje.3
ENSMUSG00000094870	uc007rzo.1
ENSMUSG00000021215	uc007pjd.3
ENSMUSG00000101707	
ENSMUSG00000044694	
ENSMUSG00000044694	
ENSMUSG00000097722	
ENSMUSG00000003200	uc008daq.2
ENSMUSG00000024991	uc008ibx.1
ENSMUSG00000032085	uc009pgs.2
ENSMUSG00000059206	uc009fdk.1
ENSMUSG00000096972	
ENSMUSG00000055835	uc009nmo.1
ENSMUSG00000096972	
ENSMUSG00000027086	uc008jyh.1
ENSMUSG00000027086	uc008jyh.1
ENSMUSG00000027086	
ENSMUSG00000027086	
ENSMUSG00000021476	uc011zaz.1
ENSMUSG00000034274	uc007hvl.1
ENSMUSG00000034274	
ENSMUSG00000084936	
ENSMUSG00000034274	
ENSMUSG00000034274	
ENSMUSG00000034274	
ENSMUSG00000003814	uc009mnp.1
ENSMUSG00000034274	uc007hvl.1
ENSMUSG00000044444	uc007qqu.1
ENSMUSG00000002799	uc007pfl.1
ENSMUSG00000097065	uc012ckk.1
ENSMUSG00000003814	
ENSMUSG00000003814	
ENSMUSG00000003814	
ENSMUSG00000032370	uc009qfn.1
ENSMUSG00000085023	
ENSMUSG00000097514	uc008obw.1
ENSMUSG00000050299	
ENSMUSG00000024661	uc008got.2
ENSMUSG00000097879	
ENSMUSG00000100937	uc008gdt.2
ENSMUSG00000073052	
ENSMUSG00000056328	uc007jmg.1
ENSMUSG00000056328	uc007jmg.1
ENSMUSG00000056328	uc007jmh.1
ENSMUSG00000097460	
ENSMUSG00000056328	uc007jmg.1
ENSMUSG00000045812	uc009ozc.1
ENSMUSG00000047221	uc008woo.2
ENSMUSG00000068396	
ENSMUSG00000047221	
ENSMUSG00000047221	
ENSMUSG00000096988	uc008dkv.1
ENSMUSG00000097723	
ENSMUSG00000057396	uc007rah.1
ENSMUSG00000097103	uc008ahw.1
ENSMUSG00000022637	uc007zle.1
ENSMUSG00000071471	uc007zva.1
ENSMUSG00000035885	uc008gkj.1
ENSMUSG00000097796	uc029szo.1
ENSMUSG00000026821	uc008iym.2
ENSMUSG00000014351	uc007lba.1
ENSMUSG00000014351	uc007lba.1
ENSMUSG00000026821	uc008iyp.2
ENSMUSG00000097049	uc012aju.1
ENSMUSG00000094030	
ENSMUSG00000026821	uc008iyo.2
ENSMUSG00000002395	uc009mcp.2
ENSMUSG00000022595	uc007wfu.1
ENSMUSG00000026821	
ENSMUSG00000022595	
ENSMUSG00000038146	uc008bvx.1
ENSMUSG00000002395	uc009mco.2
ENSMUSG00000026821	
ENSMUSG00000026821	
ENSMUSG00000097350	uc008akr.2
ENSMUSG00000026821	
ENSMUSG00000026821	
ENSMUSG00000055681	uc009lzx.1
ENSMUSG00000026821	
ENSMUSG00000042293	uc009pii.3
ENSMUSG00000046748	uc007zmy.2
ENSMUSG00000055681	
ENSMUSG00000055681	
ENSMUSG00000055681	uc009lzx.1
ENSMUSG00000023008	uc007xpj.1
ENSMUSG00000066100	uc009kmr.1
ENSMUSG00000055681	
ENSMUSG00000055681	uc009lzx.1
ENSMUSG00000066100	
ENSMUSG00000023008	uc007xpl.1
ENSMUSG00000055681	uc009lzx.1
ENSMUSG00000023008	uc007xpk.1
ENSMUSG00000055681	
ENSMUSG00000023008	
ENSMUSG00000097624	uc029tal.1
ENSMUSG00000079988	
ENSMUSG00000023008	
ENSMUSG00000055128	uc007thl.1
ENSMUSG00000055128	
ENSMUSG00000097566	
ENSMUSG00000024740	uc008gqm.1
ENSMUSG00000055128	
ENSMUSG00000055128	
ENSMUSG00000031710	uc009mjx.2
ENSMUSG00000002395	
ENSMUSG00000002395	
ENSMUSG00000002395	uc009mct.2
ENSMUSG00000002395	
ENSMUSG00000097379	
ENSMUSG00000002395	
ENSMUSG00000002395	
ENSMUSG00000002395	
ENSMUSG00000103090	
ENSMUSG00000002395	
ENSMUSG00000095483	uc007hpr.1
ENSMUSG00000002395	
ENSMUSG00000028973	uc008wrh.1
ENSMUSG00000002395	uc009mco.2
ENSMUSG00000028973	uc008wrg.1
ENSMUSG00000030677	uc009jud.1
ENSMUSG00000097759	
ENSMUSG00000028973	
ENSMUSG00000020679	
ENSMUSG00000028973	
ENSMUSG00000087308	
ENSMUSG00000028973	
ENSMUSG00000028163	uc008rlx.1
ENSMUSG00000028973	
ENSMUSG00000028163	uc008rlw.1
ENSMUSG00000028973	
ENSMUSG00000034926	uc008tyl.1
ENSMUSG00000024083	uc008dfu.1
ENSMUSG00000028163	uc012cyf.1
ENSMUSG00000028973	uc008wrh.1
ENSMUSG00000024083	uc008dfv.1
ENSMUSG00000069668	uc011xcn.1
ENSMUSG00000024083	uc008dfu.1
ENSMUSG00000024083	uc008dfv.1
ENSMUSG00000097781	
ENSMUSG00000028163	
ENSMUSG00000028163	
ENSMUSG00000028163	
ENSMUSG00000085301	
ENSMUSG00000095807	
ENSMUSG00000028163	uc008rlx.1
ENSMUSG00000101922	
ENSMUSG00000096975	
ENSMUSG00000100202	
ENSMUSG00000100761	
ENSMUSG00000087610	
ENSMUSG00000056412	
ENSMUSG00000101516	
ENSMUSG00000097517	
ENSMUSG00000003970	uc007wmt.2
ENSMUSG00000101516	
ENSMUSG00000101516	
ENSMUSG00000003435	uc009fyj.1
ENSMUSG00000053714	uc009fsn.1
ENSMUSG00000030789	uc009jyc.1
ENSMUSG00000080729	
ENSMUSG00000025745	uc008wvc.1
ENSMUSG00000025745	
ENSMUSG00000033730	uc007unb.2
ENSMUSG00000025745	
ENSMUSG00000020679	uc007kpx.1
ENSMUSG00000020679	uc007kpy.1
ENSMUSG00000032065	uc009pjs.1
ENSMUSG00000021676	uc007rmo.1
ENSMUSG00000020679	
ENSMUSG00000020679	uc007kpx.1
ENSMUSG00000022526	uc007wmm.2
ENSMUSG00000025745	
ENSMUSG00000016239	
ENSMUSG00000025745	
ENSMUSG00000031231	uc009ubk.1
ENSMUSG00000027677	uc008oxd.1
ENSMUSG00000031231	
ENSMUSG00000097739	
ENSMUSG00000031231	
ENSMUSG00000097006	uc008ate.1
ENSMUSG00000097739	
ENSMUSG00000097006	uc008atf.1
ENSMUSG00000097739	
ENSMUSG00000027677	uc008oxc.1
ENSMUSG00000097006	uc008atg.1
ENSMUSG00000091159	
ENSMUSG00000028030	uc012cxw.1
ENSMUSG00000001804	uc008een.1
ENSMUSG00000028030	uc008rjz.2
ENSMUSG00000019087	uc009tol.2
ENSMUSG00000019087	uc029xkr.1
ENSMUSG00000019087	uc009tol.2
ENSMUSG00000016239	uc009sxn.1
ENSMUSG00000019087	uc029xkr.1
ENSMUSG00000019087	uc009tol.2
ENSMUSG00000032330	uc009quv.1
ENSMUSG00000019087	uc029xkr.1
ENSMUSG00000016239	uc009sxm.1
ENSMUSG00000019087	
ENSMUSG00000091526	
ENSMUSG00000019087	
ENSMUSG00000097518	
ENSMUSG00000019087	
ENSMUSG00000082018	
ENSMUSG00000019087	
ENSMUSG00000019087	
ENSMUSG00000019087	
ENSMUSG00000027835	uc008pnc.2
ENSMUSG00000044025	uc007hqa.1
ENSMUSG00000027835	
ENSMUSG00000097523	uc008bdb.1
ENSMUSG00000027835	uc008pnc.2
ENSMUSG00000027835	
ENSMUSG00000027835	
ENSMUSG00000046761	uc007wid.2
ENSMUSG00000046761	uc007wic.2
ENSMUSG00000052609	uc007nyk.2
ENSMUSG00000027835	
ENSMUSG00000020456	uc007hyf.2
ENSMUSG00000094266	uc008jlp.1
ENSMUSG00000097090	
ENSMUSG00000020456	uc007hyh.2
ENSMUSG00000032892	
ENSMUSG00000020456	uc007hyj.2
ENSMUSG00000045009	uc009dgp.2
ENSMUSG00000032892	
ENSMUSG00000020456	uc007hyi.2
ENSMUSG00000020456	
ENSMUSG00000097125	
ENSMUSG00000020456	
ENSMUSG00000032892	uc007jor.2
ENSMUSG00000066583	uc009giq.1
ENSMUSG00000066583	uc009giq.1
ENSMUSG00000020456	
ENSMUSG00000035954	uc007nlh.1
ENSMUSG00000001520	uc012etb.1
ENSMUSG00000044429	uc007bhk.1
ENSMUSG00000044429	
ENSMUSG00000001520	
ENSMUSG00000021707	uc007rkl.1
ENSMUSG00000037780	uc007tcp.1
ENSMUSG00000001520	uc009edn.2
ENSMUSG00000042043	uc007rlx.1
ENSMUSG00000097305	uc008bvw.1
ENSMUSG00000001520	uc012etb.1
ENSMUSG00000001520	
ENSMUSG00000032892	
ENSMUSG00000014301	
ENSMUSG00000032892	
ENSMUSG00000014301	uc007xzx.1
ENSMUSG00000032892	
ENSMUSG00000032892	
ENSMUSG00000032892	
ENSMUSG00000014301	uc007xzx.1
ENSMUSG00000097217	
ENSMUSG00000014301	
ENSMUSG00000048495	uc007bba.2
ENSMUSG00000071280	
ENSMUSG00000074646	
ENSMUSG00000049709	uc009jdb.1
ENSMUSG00000098987	
ENSMUSG00000085973	
ENSMUSG00000074646	uc008nlw.2
ENSMUSG00000097861	
ENSMUSG00000074646	
ENSMUSG00000048495	uc011wlg.1
ENSMUSG00000074646	uc012chn.1
ENSMUSG00000038199	uc012dtc.1
ENSMUSG00000086322	
ENSMUSG00000074646	uc012chn.1
ENSMUSG00000086322	uc008vem.1
ENSMUSG00000074646	uc012chn.1
ENSMUSG00000031667	uc009msn.1
ENSMUSG00000094745	uc009oxy.1
ENSMUSG00000074646	
ENSMUSG00000086322	uc008vel.2
ENSMUSG00000022203	uc007txm.2
ENSMUSG00000086322	uc008vem.1
ENSMUSG00000074646	
ENSMUSG00000086322	uc008vem.1
ENSMUSG00000074646	uc012chn.1
ENSMUSG00000070576	
ENSMUSG00000086322	uc008ven.1
ENSMUSG00000103363	
ENSMUSG00000086322	uc008vem.1
ENSMUSG00000021010	uc007nno.1
ENSMUSG00000086322	
ENSMUSG00000070576	uc008yse.1
ENSMUSG00000031667	uc009mso.1
ENSMUSG00000097030	
ENSMUSG00000031667	uc009msl.1
ENSMUSG00000031667	uc009msm.1
ENSMUSG00000090733	uc008qbl.2
ENSMUSG00000031667	uc009msn.1
ENSMUSG00000061665	uc008cot.1
ENSMUSG00000031667	uc012gig.1
ENSMUSG00000048495	uc007bba.2
ENSMUSG00000102083	
ENSMUSG00000101297	
ENSMUSG00000039988	uc008rvk.1
ENSMUSG00000048495	
ENSMUSG00000039988	uc008rvk.1
ENSMUSG00000048495	
ENSMUSG00000031966	uc009opw.2
ENSMUSG00000045179	uc009vff.1
ENSMUSG00000048495	uc007bba.2
ENSMUSG00000048495	
ENSMUSG00000048495	
ENSMUSG00000048495	uc007bbb.2
ENSMUSG00000094539	uc007zop.1
ENSMUSG00000021078	uc007nug.1
ENSMUSG00000048495	uc007bbb.2
ENSMUSG00000101288	
ENSMUSG00000104003	
ENSMUSG00000104003	
ENSMUSG00000097119	uc008cql.2
ENSMUSG00000104003	uc007dxm.1
ENSMUSG00000064125	uc012fzb.1
ENSMUSG00000064125	uc012fzb.1
ENSMUSG00000064125	
ENSMUSG00000064125	
ENSMUSG00000045257	uc008drd.2
ENSMUSG00000093866	uc007hqj.1
ENSMUSG00000043004	uc007six.1
ENSMUSG00000021448	uc007qmg.1
ENSMUSG00000043004	uc033gol.1
ENSMUSG00000043004	uc007siw.1
ENSMUSG00000023912	uc008cpk.1
ENSMUSG00000032383	uc009qei.1
ENSMUSG00000043004	uc033gon.1
ENSMUSG00000043004	uc033gom.1
ENSMUSG00000051067	uc007gey.3
ENSMUSG00000043004	uc033gok.1
ENSMUSG00000071303	
ENSMUSG00000033963	uc009dgy.2
ENSMUSG00000033963	uc009dgy.2
ENSMUSG00000000149	uc009aih.1
ENSMUSG00000097727	
ENSMUSG00000024902	uc008gbt.2
ENSMUSG00000097727	uc008crl.1
ENSMUSG00000034435	uc007nwm.1
ENSMUSG00000074373	
ENSMUSG00000102751	
ENSMUSG00000047586	uc009fzg.2
ENSMUSG00000097390	
ENSMUSG00000058690	uc007tbn.1
ENSMUSG00000035620	uc007gkx.2
ENSMUSG00000035620	uc007gky.2
ENSMUSG00000032777	uc009jqh.1
ENSMUSG00000058690	uc007tbo.1
ENSMUSG00000097560	
ENSMUSG00000058690	
ENSMUSG00000058690	uc007tbm.1
ENSMUSG00000043885	uc009ogh.1
ENSMUSG00000039116	uc007elk.1
ENSMUSG00000058690	
ENSMUSG00000097095	
ENSMUSG00000043885	uc009ogg.1
ENSMUSG00000075271	
ENSMUSG00000058690	uc007tbo.1
ENSMUSG00000038987	uc008jgz.1
ENSMUSG00000058690	uc007tbo.1
ENSMUSG00000038987	
ENSMUSG00000025235	uc009pxr.2
ENSMUSG00000058690	
ENSMUSG00000031706	uc009mlv.2
ENSMUSG00000058690	
ENSMUSG00000039182	uc007pnm.2
ENSMUSG00000091155	uc007ugo.1
ENSMUSG00000039182	uc007pnn.2
ENSMUSG00000058690	
ENSMUSG00000021114	uc007nzj.1
ENSMUSG00000062121	uc009oyk.1
ENSMUSG00000096887	uc012eno.1
ENSMUSG00000097077	uc033heo.1
ENSMUSG00000026878	uc008jjz.1
ENSMUSG00000100193	
ENSMUSG00000026878	uc008jkb.1
ENSMUSG00000043923	uc009pdo.1
ENSMUSG00000057101	uc009for.2
ENSMUSG00000050478	uc007hqo.1
ENSMUSG00000041857	uc008gst.1
ENSMUSG00000026878	
ENSMUSG00000026878	
ENSMUSG00000026878	
ENSMUSG00000041857	
ENSMUSG00000026878	
ENSMUSG00000026878	
ENSMUSG00000041857	uc008gst.1
ENSMUSG00000026878	
ENSMUSG00000019961	uc007gtq.2
ENSMUSG00000019961	uc007gtr.2
ENSMUSG00000019961	uc007gts.2
ENSMUSG00000019961	uc007gtt.2
ENSMUSG00000019961	uc007gtv.2
ENSMUSG00000043487	uc007oei.1
ENSMUSG00000097282	
ENSMUSG00000032068	uc009pjo.1
ENSMUSG00000024165	uc008azj.1
ENSMUSG00000022388	uc007xet.2
ENSMUSG00000075024	
ENSMUSG00000032068	
ENSMUSG00000041164	uc007hyl.1
ENSMUSG00000041164	uc007hyl.1
ENSMUSG00000041815	uc007xaa.1
ENSMUSG00000041164	uc007hyl.1
ENSMUSG00000022388	uc007xet.2
ENSMUSG00000022388	uc007xet.2
ENSMUSG00000041164	uc007hym.1
ENSMUSG00000022388	
ENSMUSG00000063020	uc007zos.1
ENSMUSG00000041164	uc007hyl.1
ENSMUSG00000041164	
ENSMUSG00000086935	
ENSMUSG00000019210	uc009dnr.1
ENSMUSG00000090801	
ENSMUSG00000097625	
ENSMUSG00000041815	uc007wzz.1
ENSMUSG00000041815	
ENSMUSG00000041815	
ENSMUSG00000074238	uc008rhp.1
ENSMUSG00000041815	
ENSMUSG00000085188	
ENSMUSG00000041815	
ENSMUSG00000054737	uc009sui.2
ENSMUSG00000007646	uc007ktp.2
ENSMUSG00000020115	uc007hft.3
ENSMUSG00000015971	uc007sum.2
ENSMUSG00000095527	uc009ovw.1
ENSMUSG00000007646	uc007ktp.2
ENSMUSG00000054737	uc009suj.2
ENSMUSG00000007646	uc007ktp.2
ENSMUSG00000092310	
ENSMUSG00000097546	
ENSMUSG00000007646	uc007ktp.2
ENSMUSG00000054737	uc009suj.2
ENSMUSG00000054737	
ENSMUSG00000100158	
ENSMUSG00000054737	uc009suk.1
ENSMUSG00000063594	uc009fik.1
ENSMUSG00000104371	
ENSMUSG00000001240	uc007lny.1
ENSMUSG00000100084	
ENSMUSG00000032080	uc009phd.1
ENSMUSG00000001240	
ENSMUSG00000001240	
ENSMUSG00000102354	
ENSMUSG00000001240	uc007lnz.2
ENSMUSG00000001240	
ENSMUSG00000097567	
ENSMUSG00000001240	
ENSMUSG00000001240	
ENSMUSG00000001240	uc007lny.1
ENSMUSG00000093516	
ENSMUSG00000037075	uc007vtq.2
ENSMUSG00000023892	uc008aqv.1
ENSMUSG00000097791	
ENSMUSG00000020067	uc007fjy.2
ENSMUSG00000025024	uc008hwt.1
ENSMUSG00000086732	
ENSMUSG00000027852	uc008qsm.1
ENSMUSG00000027852	
ENSMUSG00000097254	uc008dsm.1
ENSMUSG00000096968	
ENSMUSG00000044816	uc007bhl.2
ENSMUSG00000044816	uc007bhm.2
ENSMUSG00000083786	
ENSMUSG00000097047	uc012ayc.1
ENSMUSG00000044816	uc011wmi.2
ENSMUSG00000029193	uc008xlm.2
ENSMUSG00000102738	
ENSMUSG00000048174	uc007coz.2
ENSMUSG00000097676	
ENSMUSG00000048174	uc007coz.2
ENSMUSG00000030030	uc012enw.1
ENSMUSG00000034032	uc008luk.2
ENSMUSG00000081923	
ENSMUSG00000054999	uc008ghk.1
ENSMUSG00000102681	
ENSMUSG00000034872	uc007ghi.1
ENSMUSG00000034032	uc008luk.2
ENSMUSG00000062861	uc009fbi.1
ENSMUSG00000048581	uc008pkb.1
ENSMUSG00000034032	uc008lul.2
ENSMUSG00000100059	
ENSMUSG00000048581	
ENSMUSG00000024944	
ENSMUSG00000048581	
ENSMUSG00000001998	
ENSMUSG00000091867	uc012fgf.1
ENSMUSG00000001998	
ENSMUSG00000097312	
ENSMUSG00000104205	
ENSMUSG00000097312	
ENSMUSG00000097312	
ENSMUSG00000103070	
ENSMUSG00000040891	uc009fkd.1
ENSMUSG00000024944	uc008gho.1
ENSMUSG00000024944	
ENSMUSG00000040891	uc009fke.1
ENSMUSG00000103948	uc011wjs.1
ENSMUSG00000097469	
ENSMUSG00000034032	
ENSMUSG00000022021	uc007uub.1
ENSMUSG00000034032	uc008lul.2
ENSMUSG00000102902	
ENSMUSG00000039968	uc008wod.1
ENSMUSG00000022021	uc007uub.1
ENSMUSG00000097422	
ENSMUSG00000084973	uc009bgi.1
ENSMUSG00000072624	uc007taf.1
ENSMUSG00000034032	uc008lum.2
ENSMUSG00000079614	uc008fmy.1
ENSMUSG00000034032	
ENSMUSG00000082141	
ENSMUSG00000034032	
ENSMUSG00000034032	
ENSMUSG00000023484	uc007xon.2
ENSMUSG00000097432	
ENSMUSG00000030051	uc009ctr.2
ENSMUSG00000023484	uc007xoo.2
ENSMUSG00000030051	uc009ctq.2
ENSMUSG00000028370	uc008thm.1
ENSMUSG00000086885	
ENSMUSG00000031954	uc009nmx.1
ENSMUSG00000097535	
ENSMUSG00000087233	
ENSMUSG00000063439	uc009ftp.1
ENSMUSG00000040385	uc008fzg.1
ENSMUSG00000095262	
ENSMUSG00000092622	
ENSMUSG00000025648	uc009rri.1
ENSMUSG00000100068	
ENSMUSG00000094380	uc009owl.1
ENSMUSG00000001998	uc008mem.1
ENSMUSG00000097665	uc029wxs.1
ENSMUSG00000029373	uc008ybi.2
ENSMUSG00000092622	uc009qqy.2
ENSMUSG00000092622	uc009qqz.2
ENSMUSG00000092622	uc009qqy.2
ENSMUSG00000097155	
ENSMUSG00000078160	
ENSMUSG00000081880	
ENSMUSG00000038086	uc009pkj.2
ENSMUSG00000050121	uc008hlq.1
ENSMUSG00000041805	uc008vqc.2
ENSMUSG00000084116	
ENSMUSG00000094300	
ENSMUSG00000082407	
ENSMUSG00000047227	uc007nqo.1
ENSMUSG00000096981	uc009onr.2
ENSMUSG00000001998	uc008men.1
ENSMUSG00000057424	uc009oxl.1
ENSMUSG00000001998	
ENSMUSG00000041891	uc008ffn.2
ENSMUSG00000021396	uc007qme.1
ENSMUSG00000062609	uc033hac.1
ENSMUSG00000041891	uc008ffo.2
ENSMUSG00000001998	uc008mem.1
ENSMUSG00000097701	uc009orh.1
ENSMUSG00000041891	
ENSMUSG00000001998	uc008men.1
ENSMUSG00000041891	
ENSMUSG00000041891	
ENSMUSG00000001998	
ENSMUSG00000010136	uc008qvs.1
ENSMUSG00000010136	uc008qvr.1
ENSMUSG00000041891	
ENSMUSG00000062609	uc008abv.2
ENSMUSG00000062609	uc008abu.2
ENSMUSG00000083907	
ENSMUSG00000062609	uc008abu.2
ENSMUSG00000097355	uc009osk.1
ENSMUSG00000047109	uc008aad.2
ENSMUSG00000011306	uc009lyo.1
ENSMUSG00000047109	
ENSMUSG00000030693	uc009gnq.1
ENSMUSG00000047109	
ENSMUSG00000062609	uc008abt.2
ENSMUSG00000047109	uc012air.1
ENSMUSG00000019989	uc007era.1
ENSMUSG00000047109	uc012aiq.1
ENSMUSG00000062609	uc008abw.2
ENSMUSG00000062609	uc008abx.1
ENSMUSG00000102338	
ENSMUSG00000097205	uc009ozs.1
ENSMUSG00000060594	uc012gtc.1
ENSMUSG00000062609	uc008aby.2
ENSMUSG00000062609	uc033hab.1
ENSMUSG00000059734	uc008fxn.2
ENSMUSG00000059734	uc008fxo.2
ENSMUSG00000062609	uc033gzz.1
ENSMUSG00000062609	
ENSMUSG00000062609	
ENSMUSG00000100967	
ENSMUSG00000080704	
ENSMUSG00000062609	uc008abs.2
ENSMUSG00000082978	
ENSMUSG00000025172	uc008hna.1
ENSMUSG00000097467	uc009pbv.1
ENSMUSG00000041220	uc008rid.1
ENSMUSG00000085107	
ENSMUSG00000047793	uc007cdm.1
ENSMUSG00000062397	uc007vnb.1
ENSMUSG00000029777	uc009cai.1
ENSMUSG00000097617	
ENSMUSG00000043192	
ENSMUSG00000079333	
ENSMUSG00000047793	
ENSMUSG00000022792	uc007yif.2
ENSMUSG00000047793	
ENSMUSG00000047793	
ENSMUSG00000022792	uc007yih.2
ENSMUSG00000085865	
ENSMUSG00000047793	
ENSMUSG00000085865	
ENSMUSG00000047793	
ENSMUSG00000022792	uc007yig.2
ENSMUSG00000022792	uc007yif.2
ENSMUSG00000078861	uc012clr.1
ENSMUSG00000022792	uc007yih.2
ENSMUSG00000078861	uc012clr.1
ENSMUSG00000055820	uc009oym.1
ENSMUSG00000022792	uc007yie.2
ENSMUSG00000078861	
ENSMUSG00000078861	uc012clr.1
ENSMUSG00000097074	uc009pfw.1
ENSMUSG00000084208	
ENSMUSG00000004654	uc009cas.2
ENSMUSG00000100242	
ENSMUSG00000066684	uc009aec.2
ENSMUSG00000035456	uc008ygb.1
ENSMUSG00000063235	uc008ktw.1
ENSMUSG00000090427	uc008rgd.1
ENSMUSG00000087028	
ENSMUSG00000071341	uc009cpy.1
ENSMUSG00000063235	uc008ktw.1
ENSMUSG00000087028	uc008iqj.1
ENSMUSG00000087028	uc008iqj.1
ENSMUSG00000063235	uc008ktw.1
ENSMUSG00000063235	
ENSMUSG00000057370	
ENSMUSG00000063235	uc008ktw.1
ENSMUSG00000097463	
ENSMUSG00000061780	uc007gaj.2
ENSMUSG00000034974	uc007ggh.3
ENSMUSG00000034974	uc007ggk.2
ENSMUSG00000018774	uc007jqy.1
ENSMUSG00000095766	
ENSMUSG00000099915	
ENSMUSG00000018774	
ENSMUSG00000096529	
ENSMUSG00000022378	uc007vzf.2
ENSMUSG00000022378	uc007vze.2
ENSMUSG00000026180	uc007bll.1
ENSMUSG00000026180	uc007bll.1
ENSMUSG00000018774	uc007jqx.1
ENSMUSG00000074397	uc009pdr.1
ENSMUSG00000026975	uc008ipq.2
ENSMUSG00000097870	uc009ptg.1
ENSMUSG00000091375	uc009vdm.1
ENSMUSG00000020653	uc007neo.2
ENSMUSG00000101994	
ENSMUSG00000046846	uc009qag.1
ENSMUSG00000020653	
ENSMUSG00000020653	
ENSMUSG00000026975	uc008ipq.2
ENSMUSG00000020653	
ENSMUSG00000060583	uc009ovr.2
ENSMUSG00000026975	
ENSMUSG00000097334	uc009ptw.1
ENSMUSG00000071138	uc009lir.1
ENSMUSG00000026975	
ENSMUSG00000001910	uc009mmu.2
ENSMUSG00000033350	uc009raz.2
ENSMUSG00000026975	
ENSMUSG00000026975	
ENSMUSG00000026975	
ENSMUSG00000101075	
ENSMUSG00000032014	uc009pbf.1
ENSMUSG00000079559	uc012gtf.1
ENSMUSG00000097445	
ENSMUSG00000101326	
ENSMUSG00000101326	
ENSMUSG00000054589	uc008fcz.1
ENSMUSG00000101326	
ENSMUSG00000036622	uc012dnx.1
ENSMUSG00000050022	
ENSMUSG00000085016	
ENSMUSG00000101829	
ENSMUSG00000002504	uc008axj.2
ENSMUSG00000097651	uc009pwy.1
ENSMUSG00000002504	uc008axk.2
ENSMUSG00000059189	uc009owt.2
ENSMUSG00000076746	
